id	z	HR	HR.95L	HR.95H	pvalue
SFRP5	1.26818675474184	1.02641151700558	0.985880505788848	1.06860881826518	0.20473126593645
TACSTD2	1.24769310155415	1.00217139267677	0.998762526670664	1.00559189344803	0.212143468558729
TNNC2	-1.24453885160937	0.994444174739118	0.985757091226262	1.00320781404917	0.213301309594934
CD84	-1.23330510459851	0.914465186572761	0.793330580066183	1.05409598276647	0.217461954136184
EPHX1	1.20169958047834	1.00611353454922	0.996161530331846	1.01616496279063	0.229479943751812
TNFAIP8L2	1.16573483054802	1.06175552115352	0.959995453430181	1.17430221431979	0.243721673143054
MOCS1	1.13462364956367	1.05215014892419	0.963696700567071	1.14872234721753	0.256533039816133
TOP1MT	1.13251637318404	1.01409757152075	0.989823983898618	1.03896642361983	0.257417404744238
COL17A1	1.12194031936191	1.0040678586866	0.996972303997805	1.01121391316976	0.261887816002764
CA12	1.07480433960726	1.00388455899409	0.996812144688569	1.01100715230713	0.282462337158912
INSL4	-1.07446557966178	0.290927764420607	0.0305956769801677	2.76637003867037	0.282614063761023
NLRC5	-1.06882425750678	0.976413097834388	0.934596459250473	1.02010073779558	0.285148866682675
SEC13	-1.04679564465139	0.989106612493307	0.969028501438237	1.00960073870473	0.295193839565824
BEX2	1.04129858754675	1.01408380438168	0.987737328655441	1.04113303453773	0.297736992051493
CCR7	1.03338306655525	1.04637030581269	0.96017217962999	1.14030674926289	0.301424667739374
CD74	1.03090888866072	1.00032330072463	0.999708730900421	1.00093824835496	0.302583547924819
ALDH2	-1.01317121904966	0.989721315785232	0.970136276828007	1.00970173605137	0.31097838514591
SLC35C2	1.01077764734011	1.01879556452272	0.982665559574816	1.05625397387516	0.312122863807476
PGM1	1.00529909677408	1.00834701852392	0.992137370585254	1.02482150144824	0.314752849900882
TMPRSS4	0.988367477488346	1.00884097439421	0.991384563146252	1.02660476010108	0.322972709331967
CD3E	0.971519199738992	1.02046050099777	0.979604012867162	1.06302099666656	0.331289796927976
MIR573	-0.9631926951834	0.971423932286877	0.915772176822116	1.03045766196389	0.335450830275267
ORM1	-0.956312754290089	0.992088513293566	0.976068969184969	1.00837097508682	0.338914248079814
CD38	0.936558916019841	1.06228086570775	0.936111309615424	1.20545561842684	0.348985493469269
F2RL3	0.92812255198009	1.06563520082001	0.931764479579904	1.21873972029787	0.353344002582206
ITGAL	0.919601422843457	1.06062369192376	0.935582281748509	1.20237699859774	0.357781082918095
CNDP2	0.91878046328628	1.01074368351698	0.987962975495237	1.03404967504716	0.358210413193682
SERPINA1	-0.918055259014441	0.999148796957435	0.997333980160039	1.00096691611901	0.358589936621957
PLA2G3	-0.906674391591217	0.95329719835432	0.859658640112649	1.05713536278901	0.364579009398648
NTSR1	0.872165131338809	1.01764419212983	0.978421574052947	1.0584391526505	0.383118298665044
CPNE1	-0.856683333929056	0.998229382151363	0.994190254282321	1.00228491991164	0.391619916416633
NDUFA6	-0.84431855887337	0.996681889910855	0.989021756272105	1.00440135252492	0.39849141807176
PCID2	-0.842337626714723	0.982691189268342	0.943567486243711	1.02343710179115	0.399598995336166
F11R	0.837783343192864	1.00867005621801	0.988503422799308	1.02924811269713	0.402152395343539
RHBDL1	0.832587961735098	1.02578893559993	0.966110415878548	1.08915391357453	0.405077150645876
SDC4	0.829569828494852	1.00116623978044	0.998413036818971	1.00392703491695	0.406782041294375
CLDN2	-0.825498602259074	0.998876884510509	0.996215345199094	1.00154553452499	0.40908857590912
FAM3A	0.791276143043266	1.00842432745055	0.987686117209305	1.0295979729546	0.428782866896201
LPIN1	-0.774617100400068	0.965539238570841	0.883556350132838	1.05512910532509	0.438565949575733
DOK2	0.767862003593535	1.02200145307031	0.966777583992884	1.08037979714423	0.442569173253912
FGF20	-0.764315738255186	0.93521767813271	0.787631460162017	1.11045857070263	0.444679108766301
SPDYC	-0.734446548584987	0.975545457275649	0.913173136155949	1.04217798523656	0.462676625757927
GAPDH	0.703390888509945	1.0001143583508	0.999795736997232	1.00043308124468	0.481812183194381
QPCT	-0.703356438017585	0.99515384118605	0.98177314440132	1.00871690499463	0.481833646927553
PIGR	-0.695267010681666	0.999926616639758	0.999719777270565	1.00013349880347	0.486887984258873
LY75	-0.693042651431635	0.97299352848653	0.900501042277259	1.05132183310142	0.488282785565252
LY6G6C	-0.671156321226484	0.978350555141182	0.917774036546395	1.04292535050012	0.502120950781655
VENTX	0.670970864033237	1.01100941573133	0.979185217832735	1.04386792210747	0.502239090687528
NT5DC3	-0.664977248664342	0.977488348639064	0.914042393410309	1.04533824537415	0.50606504506234
KIF13A	-0.644916158550154	0.977795267867376	0.913293631727471	1.04685235136856	0.518981519737629
GRHL3	0.629249059998836	1.03451278209676	0.930758674761831	1.14983263153087	0.529186014898299
TUBA1B	-0.602166206234747	0.997351541318176	0.988779664962229	1.0059977285311	0.547063507980826
SAMD5	-0.597008029100788	0.990502262875539	0.959951031601517	1.0220258122175	0.550502020016093
CLDN10	-0.591536176657275	0.949098190010897	0.798243002823223	1.12846259985501	0.554161223105185
MTMR11	0.577119827911209	1.00420479535024	0.989996332124813	1.01861717895465	0.563858510821305
MPEG1	-0.568408515804532	0.9916309237839	0.963306492388689	1.02078818815616	0.569757609350936
FADS6	-0.514225449781723	0.96373874800723	0.837183129116121	1.10942557501265	0.607094376488757
UBE2L3	-0.511022373431528	0.99266527615649	0.965029247978423	1.02109273117997	0.609335390399678
PIGT	0.509985326551276	1.00806179274765	0.977429408209065	1.03965418828512	0.610061741813341
TMCO1	-0.508110722357378	0.994182543782076	0.972057840349742	1.01681082064559	0.611375696105021
GSDMB	0.499392389841694	1.00416908928549	0.987905753237877	1.02070015947528	0.6175029793596
GNG4	0.494078446163931	1.00428582909891	0.987391667736932	1.02146904767846	0.621250779249498
CASP1	-0.489009249776874	0.996219859689369	0.981211810969935	1.01145746284735	0.62483514829328
PCSK1N	0.486118643177362	1.00297354738425	0.991038384536884	1.01505244645256	0.626883049479585
TAF7	-0.483831275719544	0.997471671897472	0.987294835238033	1.00775340934308	0.628505616863307
KLF7	-0.468069067219957	0.978065718148338	0.891324284894764	1.07324860909626	0.639735199077454
ARHGAP30	0.443032782054193	1.01309742379644	0.956423899599301	1.07312917476548	0.657742023254404
VPS53	-0.442164209185285	0.957972666755864	0.791950090676025	1.1587998297569	0.658370383343298
UBE2L6	0.432666586273584	1.00111487396333	0.996074452568344	1.00618080133105	0.665257007762592
PLA2G2A	0.408217969579293	1.00010543696181	0.999599307249152	1.00061182294445	0.683113656682286
DLX3	-0.40817122314896	0.979525307468291	0.8868996829012	1.08182452476729	0.683147973485688
ETV7	-0.406338301534027	0.992649691222677	0.957947358848298	1.02860914055771	0.684494046553018
IGFBP1	0.404784739727443	1.02855781116953	0.897464794963158	1.17879963298313	0.685635746946403
SERINC3	0.376855482348773	1.00134892792648	0.994353195459955	1.0083938785913	0.706281006294245
POLR1D	0.373684371021491	1.00372764753782	0.984329737445255	1.02350782680468	0.708639154450136
CBLN1	0.370362855782078	1.01152907521131	0.951990869455142	1.07479084393264	0.711112145929457
IRF6	0.356999166275087	1.00417805794937	0.98145329643131	1.02742899303874	0.721092429883124
LYZ	-0.354294174991612	0.99992944783342	0.999539241457793	1.00031980654025	0.723118432695149
SLC39A4	0.348390575384889	1.00143456047163	0.993390751487141	1.00954350280156	0.727546879480705
MYO5C	-0.347617790365094	0.98834340988366	0.925117841127756	1.05589002009698	0.728127243814603
CARS2	0.334522935830325	1.00916314306974	0.956647015458139	1.06456219783708	0.737984986510209
COMMD6	-0.320958342888097	0.99795786861112	0.985577566244072	1.0104936857666	0.748241959630012
GUCY2C	0.316245406463623	1.00289408761852	0.985091648365567	1.0210182500775	0.751816245490865
CLSTN2	-0.313886651113273	0.973454946507582	0.822920702614951	1.15152593666546	0.753607129259123
AZGP1	-0.274370249080149	0.999037681502739	0.99219024171432	1.0059323777846	0.783800103842829
PHF11	-0.26417943336089	0.991985211132306	0.934495117516007	1.05301209247714	0.791641658076902
SASH3	0.261661839872951	1.00693103834783	0.956159679370422	1.06039831825563	0.793582163081963
DDR1	0.242018745038217	1.00147920710153	0.989562609850969	1.01353930743983	0.808765638488645
PSMB9	-0.226090626141591	0.999128477735491	0.991605073264254	1.00670896301073	0.821130935102838
IRF8	-0.222850999281298	0.997262426715119	0.973506116693472	1.02159845807202	0.823651474224491
PSME1	-0.222456943656885	0.999666028493839	0.99672837812188	1.00261233698159	0.823958187490359
DENND2D	0.1997564432207	1.00809733713901	0.931401786249221	1.09110832312151	0.841671067957536
LAMP1	-0.182123946551516	0.999495669816182	0.994084288558901	1.00493650838151	0.855485456369263
PCDH1	0.171786156827612	1.00164446099147	0.983041768829673	1.02059918311439	0.86360564898611
DDX27	0.168020318323638	1.00166299510089	0.982434915977993	1.02126740350601	0.866567294601864
SLC25A43	0.166166020662702	1.00304663880534	0.967694227151645	1.03969056690572	0.868026299241236
ZDHHC9	-0.15435086641519	0.999071830802235	0.987360492019503	1.01092208081059	0.877333092222267
CD3D	-0.148820737227315	0.997841791428848	0.96984909710617	1.02664243715116	0.881695086915797
TRAPPC9	-0.115967125411678	0.995562915068659	0.923480926283854	1.07327123890738	0.90767859608833
SLAMF8	-0.114997456083739	0.991442637844806	0.856355600525103	1.14783917280851	0.90844713841873
SAA2	0.0957912887062727	1.00246906479452	0.953142658715836	1.0543481782926	0.923686336148523
SLC1A5	-0.0875120166223395	0.999868199996844	0.996920886555266	1.00282422692476	0.930264534193583
CLGN	-0.085949494267861	0.992142242871579	0.82879519211848	1.1876833256889	0.931506566312495
MTIF3	-0.058054291769668	0.999599005992123	0.986155035336576	1.01322625446962	0.95370538283222
AXIN1	0.0446375131872191	1.00080142119573	0.966210104856147	1.03663114226746	0.964396241247604
SPRY2	-0.0324596646000011	0.999764765614007	0.985663024021799	1.01406825883034	0.974105482052722
MAL2	0.0206343026964315	1.00004944689804	0.995363594318412	1.00475735896882	0.983537376691265
NMI	-0.00950649672178425	0.999818335391117	0.963060486597094	1.03797914845038	0.992415027285267
SAP18	-0.00861070188978285	0.999965833415737	0.992219146636865	1.00777300195033	0.993129738802893
SLC35D3	-0.00473555172383325	0.999919149381697	0.967011494492025	1.03394666040184	0.996221590514764
PSME2	0.00317801933813625	1.00001097261925	0.99326669204024	1.00680104686163	0.997464311704496
