id	filename	md5	size	state
291c9f97-78b0-4990-8215-751f4d786bb4	291c9f97-78b0-4990-8215-751f4d786bb4/RARER_p_TCGA_MixedRedos_N_GenomeWideSNP_6_D08_747832.nocnv_grch38.seg.v2.txt	600a52880f5fd1add9a0f27dd2e2cb32	3895	validated
2cd7c56a-de53-425e-b58e-59aa8fe90521	2cd7c56a-de53-425e-b58e-59aa8fe90521/BUBBY_p_TCGA_b89_105_SNP_N_GenomeWideSNP_6_B05_777516.nocnv_grch38.seg.v2.txt	64f5f316b8898fcc8429d9589e607d2d	8878	validated
2f869282-b508-4643-8ffd-a34b70d8f25f	2f869282-b508-4643-8ffd-a34b70d8f25f/SERVO_p_TCGA_157_158_159_SNP_N_GenomeWideSNP_6_H06_831326.nocnv_grch38.seg.v2.txt	029cca8a04acfd0c236ca784e96dacaa	2772	validated
30fb96d3-7619-4056-86c2-656a108ba163	30fb96d3-7619-4056-86c2-656a108ba163/RARER_p_TCGA_MixedRedos_N_GenomeWideSNP_6_C04_747858.nocnv_grch38.seg.v2.txt	40c56f0428edb88471692b26afa1b4a5	3484	validated
31629add-e426-416f-beac-d2b80569c36d	31629add-e426-416f-beac-d2b80569c36d/STALL_p_TCGA_b116_126_SNP_N_GenomeWideSNP_6_A02_781570.nocnv_grch38.seg.v2.txt	ea742c3b20ebd14ac308885ea4037b6c	3064	validated
334cca3e-9da0-4023-af10-70bf7b2f4716	334cca3e-9da0-4023-af10-70bf7b2f4716/VENUE_p_TCGAb28_SNP_N_GenomeWideSNP_6_F11_568910.nocnv_grch38.seg.v2.txt	f57c10c22a8cae60a4ab0c7eea7e1ab7	4009	validated
344e84bf-efe2-4343-8726-0e99f0c36ed4	344e84bf-efe2-4343-8726-0e99f0c36ed4/GRIPS_p_TCGA_b116_SNP_N_GenomeWideSNP_6_F11_781420.nocnv_grch38.seg.v2.txt	603ef3f014a8d9185088305dc8069ade	3468	validated
353b2e01-460b-4b92-9d86-5547468a5402	353b2e01-460b-4b92-9d86-5547468a5402/KNELT_p_TCGA_b123_131_SNP_N_GenomeWideSNP_6_C01_787824.nocnv_grch38.seg.v2.txt	9584b5002d07b9a33ce8082bf63e221f	4712	validated
35b08ef7-a4d8-4b96-b950-753238781be8	35b08ef7-a4d8-4b96-b950-753238781be8/RARER_p_TCGA_MixedRedos_N_GenomeWideSNP_6_D02_747842.nocnv_grch38.seg.v2.txt	b68c5a244e2eed6c2436d764bd7552d3	2919	validated
362a3adb-d41a-4357-9889-76b69a0fe60e	362a3adb-d41a-4357-9889-76b69a0fe60e/KNELT_p_TCGA_b123_131_SNP_N_GenomeWideSNP_6_D05_787780.nocnv_grch38.seg.v2.txt	4652f58386770060885ad798b03f8233	51783	validated
3b29c416-0942-4652-848e-e27a9142d7ba	3b29c416-0942-4652-848e-e27a9142d7ba/FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_F03_730046.nocnv_grch38.seg.v2.txt	a6e056319f49ed0de66ebc8f775a15a0	12327	validated
3ca80497-19b6-42cd-bb71-22b240829a7a	3ca80497-19b6-42cd-bb71-22b240829a7a/BAIZE_p_TCGA_b138_SNP_N_GenomeWideSNP_6_H02_808784.nocnv_grch38.seg.v2.txt	6f3f06db4f7773818c746cbbff87e1fa	7532	validated
4344c06a-ac50-497b-945e-535140a61515	4344c06a-ac50-497b-945e-535140a61515/SONGS_p_TCGAb36_SNP_N_GenomeWideSNP_6_D11_585272.nocnv_grch38.seg.v2.txt	5c648ee7fe08faab2b1a14974c6e1c42	24027	validated
487b1f64-9d3e-4a9f-a294-9f4bfc442e7f	487b1f64-9d3e-4a9f-a294-9f4bfc442e7f/GRIPS_p_TCGA_b116_SNP_N_GenomeWideSNP_6_D10_781402.nocnv_grch38.seg.v2.txt	5f3018350cab6762026a60ade0bacf34	3330	validated
49f19afc-23cb-4ab9-8e49-530c6cbc6f3e	49f19afc-23cb-4ab9-8e49-530c6cbc6f3e/CYANS_p_TCGAb_422_423_424_NSP_GenomeWideSNP_6_A05_1513894.nocnv_grch38.seg.v2.txt	1e7b257e672d8d34b5c8af8ddc20d548	53151	validated
4b092e9b-5e42-487b-b264-b3621034d87d	4b092e9b-5e42-487b-b264-b3621034d87d/KNELT_p_TCGA_b123_131_SNP_N_GenomeWideSNP_6_E08_787722.nocnv_grch38.seg.v2.txt	0520ff9c7b2fb31422a572941985fd9b	4018	validated
4e452ae8-89f4-4e66-b244-c3f51fc6f485	4e452ae8-89f4-4e66-b244-c3f51fc6f485/SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_F06_777244.nocnv_grch38.seg.v2.txt	2b2400f183f2204aa5eaeaea9b4dae9c	3070	validated
500fecc8-3d26-4f63-bdfd-4cc0531f98b1	500fecc8-3d26-4f63-bdfd-4cc0531f98b1/SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_B03_777340.nocnv_grch38.seg.v2.txt	76a4fc9ad33d09f42947d073b3134418	5962	validated
557f0630-a444-4d66-b7c4-b613638691d6	557f0630-a444-4d66-b7c4-b613638691d6/SCENA_p_TCGAb29and30_SNP_N_GenomeWideSNP_6_D08_569092.nocnv_grch38.seg.v2.txt	705ba6514ee6a20020fb6bcad46ed7e1	31422	validated
5c894ff5-a6e6-47f3-8aa7-990945b775e6	5c894ff5-a6e6-47f3-8aa7-990945b775e6/HELVE_p_TCGA_b139_154_155_SNP_N_GenomeWideSNP_6_F02_808604.nocnv_grch38.seg.v2.txt	0235ff8ecebbf38cc548e8dd259e88ae	21434	validated
5f2c761c-0bcd-472f-8b75-fdb7bfdecab5	5f2c761c-0bcd-472f-8b75-fdb7bfdecab5/GRIPS_p_TCGA_b116_SNP_N_GenomeWideSNP_6_F08_781542.nocnv_grch38.seg.v2.txt	8900a0501d21683141fbecd8358f653a	5423	validated
657b8074-33f9-4b2d-9318-7ffdccf7647b	657b8074-33f9-4b2d-9318-7ffdccf7647b/STALL_p_TCGA_b116_126_SNP_N_GenomeWideSNP_6_A04_781580.nocnv_grch38.seg.v2.txt	92e173c48d9363e237c53e4d3b4e55bb	4713	validated
697c966b-291f-489e-a962-7ceb6f19b03d	697c966b-291f-489e-a962-7ceb6f19b03d/BEDEW_p_TCGA_FFPE_7_13_N_GenomeWideSNP_6_D07_1347432.nocnv_grch38.seg.v2.txt	3f1e136acb9bbec4560b02253b449371	9778	validated
6dd8b944-2b86-4255-beb6-71f8fe035287	6dd8b944-2b86-4255-beb6-71f8fe035287/SONGS_p_TCGAb36_SNP_N_GenomeWideSNP_6_D04_585408.nocnv_grch38.seg.v2.txt	39a6b637a61a471525f7ff2f691329e5	15910	validated
709fd245-b15f-4d09-b8a6-1f00108d69b0	709fd245-b15f-4d09-b8a6-1f00108d69b0/STALL_p_TCGA_b116_126_SNP_N_GenomeWideSNP_6_C02_781624.nocnv_grch38.seg.v2.txt	a256a0ad8924a7b9a5b60620b09bc4ea	3466	validated
71358a9e-e1d4-4dd7-a0b8-f17c661ea339	71358a9e-e1d4-4dd7-a0b8-f17c661ea339/GRIPS_p_TCGA_b116_SNP_N_GenomeWideSNP_6_C08_781488.nocnv_grch38.seg.v2.txt	d94ce60504d2de11f7f3d786a0694e59	33003	validated
754b39a6-c1ce-408f-85f7-dcf48ccc731c	754b39a6-c1ce-408f-85f7-dcf48ccc731c/RARER_p_TCGA_MixedRedos_N_GenomeWideSNP_6_A10_747822.nocnv_grch38.seg.v2.txt	abf7859fb7530d39569ea23380fce11a	21098	validated
75f57f7e-21f3-460a-896b-888b1809d0b0	75f57f7e-21f3-460a-896b-888b1809d0b0/DADOS_p_TCGAb3_85_86_87_88_NSP_GenomeWideSNP_6_A08_1464792.nocnv_grch38.seg.v2.txt	bc25f9c0677c0a463a27d2762006ecf4	5126	validated
80176bfb-7e7a-4162-9c44-583330ce49be	80176bfb-7e7a-4162-9c44-583330ce49be/CHILE_p_TCGASNP_230_231_FFPE_N_GenomeWideSNP_6_A08_1147852.nocnv_grch38.seg.v2.txt	85d021c5717efd2137a0a6ffebc9d6cb	70613	validated
83c3fe02-ebc4-422b-a6e4-1d64b3c3a423	83c3fe02-ebc4-422b-a6e4-1d64b3c3a423/KNELT_p_TCGA_b123_131_SNP_N_GenomeWideSNP_6_B01_787746.nocnv_grch38.seg.v2.txt	5ef2d3cd54be3969916c02a906830fb4	4297	validated
842cff11-29a0-4b04-b894-55a11b398446	842cff11-29a0-4b04-b894-55a11b398446/KNELT_p_TCGA_b123_131_SNP_N_GenomeWideSNP_6_D12_787674.nocnv_grch38.seg.v2.txt	fb0990836bc113bfce587cdc5385a4f0	31574	validated
8d285afc-9e5a-4910-ac60-743270ce43a1	8d285afc-9e5a-4910-ac60-743270ce43a1/KNELT_p_TCGA_b123_131_SNP_N_GenomeWideSNP_6_A08_787684.nocnv_grch38.seg.v2.txt	594456ac95fcd135cfbc690d2b53d4db	12396	validated
91965004-7c8c-4000-904b-150c69453dd9	91965004-7c8c-4000-904b-150c69453dd9/LEGIT_p_TCGA_300_301_302_N_GenomeWideSNP_6_A02_1344314.nocnv_grch38.seg.v2.txt	6663d9f4da99badd5f2e0c4002f94b28	7063	validated
9410f122-97ef-47aa-a561-c9538a9dd27c	9410f122-97ef-47aa-a561-c9538a9dd27c/BAIZE_p_TCGA_b138_SNP_N_GenomeWideSNP_6_F03_808850.nocnv_grch38.seg.v2.txt	886d9527aa5e21ec79baf6888c499cc8	18824	validated
9b69baff-7ce8-452a-a4a6-18512753f9d2	9b69baff-7ce8-452a-a4a6-18512753f9d2/RARER_p_TCGA_MixedRedos_N_GenomeWideSNP_6_E06_747788.nocnv_grch38.seg.v2.txt	bef28d63a162b1caa2e96c752d31c9d7	2780	validated
a0594290-e1ac-41b1-95e7-58632c99c116	a0594290-e1ac-41b1-95e7-58632c99c116/RARER_p_TCGA_MixedRedos_N_GenomeWideSNP_6_F11_747840.nocnv_grch38.seg.v2.txt	4a5a38de43e6bd7ea987eb1b5b0cbe5f	46290	validated
a387caf8-17fd-4d05-a0ac-7c1729d10eab	a387caf8-17fd-4d05-a0ac-7c1729d10eab/SONGS_p_TCGAb36_SNP_N_GenomeWideSNP_6_C11_585412.nocnv_grch38.seg.v2.txt	093240e7ca21647456b9a7e0e475d684	7425	validated
a4432d7a-6889-45fb-8ee8-2000db65b313	a4432d7a-6889-45fb-8ee8-2000db65b313/VENUE_p_TCGAb28_SNP_N_GenomeWideSNP_6_C01_568998.nocnv_grch38.seg.v2.txt	84f04149785cd80386026dd4936d480c	13934	validated
a59997b9-629f-4546-b07e-c8aeac9dc0f3	a59997b9-629f-4546-b07e-c8aeac9dc0f3/KNELT_p_TCGA_b123_131_SNP_N_GenomeWideSNP_6_A11_787762.nocnv_grch38.seg.v2.txt	e7c3e038cb967aa0aa56c3a76ee83aa0	18841	validated
b7b4b14e-9bc2-427a-bfd7-320328a463a3	b7b4b14e-9bc2-427a-bfd7-320328a463a3/SONGS_p_TCGAb36_SNP_N_GenomeWideSNP_6_G08_585438.nocnv_grch38.seg.v2.txt	f9d1e4bd9b73148dbee8c4d7351dcd8c	12982	validated
be469f05-102d-4832-ad31-dde1735796f0	be469f05-102d-4832-ad31-dde1735796f0/VENUE_p_TCGAb28_SNP_N_GenomeWideSNP_6_G02_568952.nocnv_grch38.seg.v2.txt	0523d2e5da3674efaf84f90a75cd7965	3800	validated
c57afc61-162b-4279-8cf3-f5f88af2a294	c57afc61-162b-4279-8cf3-f5f88af2a294/BEDEW_p_TCGA_FFPE_7_13_N_GenomeWideSNP_6_E01_1347428.nocnv_grch38.seg.v2.txt	59e46e51db8e2e86ab6ec1102a57e96a	3935	validated
cc35811f-ffc9-44b5-adcf-6a4e9e31e737	cc35811f-ffc9-44b5-adcf-6a4e9e31e737/VENUE_p_TCGAb28_SNP_N_GenomeWideSNP_6_G01_569014.nocnv_grch38.seg.v2.txt	a11f643c8b1e3c4c02e56ef5ea117a5a	19075	validated
d249843f-3642-4a9a-98d7-43d563bb7338	d249843f-3642-4a9a-98d7-43d563bb7338/GRIPS_p_TCGA_b116_SNP_N_GenomeWideSNP_6_B04_781416.nocnv_grch38.seg.v2.txt	cea255deda93e0308240bab4276bc254	12309	validated
d26adf90-c132-4f6f-902c-43b33148fa51	d26adf90-c132-4f6f-902c-43b33148fa51/STALL_p_TCGA_b116_126_SNP_N_GenomeWideSNP_6_C04_781636.nocnv_grch38.seg.v2.txt	0376fc2b7dbea7c6c330dd26493d7903	17129	validated
d5ec0b02-9045-4a30-b2f8-0e9a941d1006	d5ec0b02-9045-4a30-b2f8-0e9a941d1006/RARER_p_TCGA_MixedRedos_N_GenomeWideSNP_6_B01_747736.nocnv_grch38.seg.v2.txt	f09c0e0635f7b0de7f188db1077c5021	16253	validated
d917d688-d68b-45f6-9132-1a7e0e497ffe	d917d688-d68b-45f6-9132-1a7e0e497ffe/KEYED_p_TCGAb41_SNP_N_GenomeWideSNP_6_E12_598724.nocnv_grch38.seg.v2.txt	14b1b6a486766aa216520cd2add02702	4019	validated
db503b69-46a0-4a5d-aaa1-499b6d78c3f0	db503b69-46a0-4a5d-aaa1-499b6d78c3f0/KNELT_p_TCGA_b123_131_SNP_N_GenomeWideSNP_6_D03_787760.nocnv_grch38.seg.v2.txt	8a4205175f928611c9042fc1d4663749	6053	validated
dc84399a-d96e-419f-85d1-7b3e1d453fa7	dc84399a-d96e-419f-85d1-7b3e1d453fa7/SONGS_p_TCGAb36_SNP_N_GenomeWideSNP_6_B08_585388.nocnv_grch38.seg.v2.txt	4620c32a6ea641f948c27426fe6c6946	22252	validated
ded676cf-4500-4fac-b195-a1621cb8f2f3	ded676cf-4500-4fac-b195-a1621cb8f2f3/VENUE_p_TCGAb28_SNP_N_GenomeWideSNP_6_E04_568882.nocnv_grch38.seg.v2.txt	afd29e656622058c486497cd8869f2f3	9013	validated
e1e89706-cadc-4516-bdb7-13243b5fe53b	e1e89706-cadc-4516-bdb7-13243b5fe53b/KEYED_p_TCGAb41_SNP_N_GenomeWideSNP_6_F07_598860.nocnv_grch38.seg.v2.txt	40a46399e515634c864841e2b8e07223	4567	validated
e278c5e1-c725-4f87-9b9b-d4e5f424dbc8	e278c5e1-c725-4f87-9b9b-d4e5f424dbc8/VENUE_p_TCGAb28_SNP_N_GenomeWideSNP_6_D10_568988.nocnv_grch38.seg.v2.txt	b16a8107564c7265e6c004719068576a	5695	validated
e3cbb846-cf4e-4649-9081-afe0a4666221	e3cbb846-cf4e-4649-9081-afe0a4666221/SCENA_p_TCGAb29and30_SNP_N_GenomeWideSNP_6_E03_569088.nocnv_grch38.seg.v2.txt	242adad32bcf0ddef5e0d7ff3cf42ffd	16674	validated
e4b7dd81-73ab-4850-b4d3-637d4bafb662	e4b7dd81-73ab-4850-b4d3-637d4bafb662/FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_D10_730044.nocnv_grch38.seg.v2.txt	dfaa7a92866e11f34b918b422254ac15	7064	validated
ed7384f1-eacd-4a6e-9a85-815a028c7de0	ed7384f1-eacd-4a6e-9a85-815a028c7de0/SONGS_p_TCGAb36_SNP_N_GenomeWideSNP_6_D02_585416.nocnv_grch38.seg.v2.txt	eca91d9d24c92df6b12db6c3b1940ba5	22181	validated
f129fa83-9fee-4870-b840-c7efaef6a304	f129fa83-9fee-4870-b840-c7efaef6a304/SERVO_p_TCGA_157_158_159_SNP_N_GenomeWideSNP_6_E07_831410.nocnv_grch38.seg.v2.txt	6d7ac24e9482563728c5b1f8327aa38f	3174	validated
f161b664-f4b7-405d-a404-19ba16754286	f161b664-f4b7-405d-a404-19ba16754286/BRIAR_p_TCGA_297_298_299_300_S_GenomeWideSNP_6_D08_1362314.nocnv_grch38.seg.v2.txt	60d42ccf44714f1118f28a25c0b33dd0	5113	validated
f20736c8-b332-4c4d-b4ef-5dbb792771fa	f20736c8-b332-4c4d-b4ef-5dbb792771fa/SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_A04_777192.nocnv_grch38.seg.v2.txt	4462428cbcbbed78b6f1016470803cf7	3462	validated
f265242d-ef88-488c-a0b0-c6a0486d6007	f265242d-ef88-488c-a0b0-c6a0486d6007/RARER_p_TCGA_MixedRedos_N_GenomeWideSNP_6_A04_747674.nocnv_grch38.seg.v2.txt	6d722942c9cd9eb5204f8c7f9c42b998	5870	validated
f7ab4d79-2af3-417f-a846-2d31a41613b4	f7ab4d79-2af3-417f-a846-2d31a41613b4/FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_D05_730102.nocnv_grch38.seg.v2.txt	ad3e24179c2724c599371d732a475839	3322	validated
f968b98c-93a7-45c0-b5a3-38198e294481	f968b98c-93a7-45c0-b5a3-38198e294481/KNELT_p_TCGA_b123_131_SNP_N_GenomeWideSNP_6_B05_787700.nocnv_grch38.seg.v2.txt	ee473a5f8a1313731de7dcf5da183b48	4480	validated
fbb66c48-c2fe-4bb1-9009-87bd3b9f767b	fbb66c48-c2fe-4bb1-9009-87bd3b9f767b/KNELT_p_TCGA_b123_131_SNP_N_GenomeWideSNP_6_F01_787676.nocnv_grch38.seg.v2.txt	85121aa6aabb8619164330412835800b	4548	validated
fe26ee96-2de9-492d-a695-3752720b6de6	fe26ee96-2de9-492d-a695-3752720b6de6/EGGAR_p_TCGAb33and37_SNP_N_GenomeWideSNP_6_C10_585108.nocnv_grch38.seg.v2.txt	0c65281a591ba8028aa1eca99f2bdcd7	5838	validated
fe965a5c-8a7e-47d7-8c7a-80b15cc2c08f	fe965a5c-8a7e-47d7-8c7a-80b15cc2c08f/SONGS_p_TCGAb36_SNP_N_GenomeWideSNP_6_G11_585344.nocnv_grch38.seg.v2.txt	1a616b37415dbc9d990ae45a5bdf6e66	5674	validated
ffb8e9e0-3351-4fcf-addb-1bc21ae7adb9	ffb8e9e0-3351-4fcf-addb-1bc21ae7adb9/RARER_p_TCGA_MixedRedos_N_GenomeWideSNP_6_E12_747808.nocnv_grch38.seg.v2.txt	3d2fc1a8f4620434f506fd806c0fc9cc	2652	validated
